;product_id;datetime;unique_cust_count_sex_known;unique_female_count_sex_known;cust_mean;cust_median;unique_cust_count_all_sex;cust_count;unique_cust_count_all_sex_last_month;cust_count_last_month;Item_sin_score;Item_lin_score;updated_cust_mean
436;228;2004-01-15 23:51:43.760057600;75.0;52.0;0.46023179862991875;1.0;106.0;107.0;23.0;24.0;-0.53966;-0.34445;0.7128756821984068
437;11070;2004-01-11 04:06:44.318985600;95.0;62.0;0.4332151771015878;1.0;164.0;173.0;27.0;28.0;-0.95064;-0.60966;0.6885648176385204
438;7152;2004-01-02 12:01:31.870739201;228.0;168.0;0.4891136955020976;1.0;1277.0;1280.0;1198.0;1199.0;-0.1858;-0.11831;0.856653087060581
439;9385;2003-12-07 06:01:08.412051200;5.0;4.0;0.8;1.0;12.0;12.0;0.0;0.0;1.44956;1.07506;0.8546093977784478
440;4108;2003-12-27 00:45:03.584960000;4.0;2.0;0.5;0.5;14.0;14.0;0.0;0.0;0.0;0.0;0.5489903311417916
441;9852;2003-12-03 00:37:34.646208000;49.0;44.0;0.89796;1.0;318.0;319.0;45.0;45.0;3.71273;3.11366;0.9426354287090867
442;5904;2004-01-14 22:10:37.146409600;59.0;42.0;0.472531995114439;1.0;95.0;97.0;22.0;22.0;-0.35288;-0.22493;0.7364721760665419
443;13641;2004-01-10 01:40:48.853604800;98.0;42.0;0.2844843608942701;0.0;172.0;176.0;50.0;51.0;-2.87887;-1.98064;0.44360540602668447
444;4051;2004-01-15 11:14:08.458744000;36.0;14.0;0.2581448144017843;0.0;55.0;56.0;13.0;13.0;-2.48714;-1.74664;0.44050162887538075
445;5780;2004-01-28 16:36:03.857761600;66.0;27.0;0.2715535553077372;0.0;101.0;102.0;29.0;30.0;-2.76519;-1.92109;0.39295696716594253
446;13690;2004-02-13 10:10:33.441110400;360.0;294.0;0.6285256929810342;1.0;748.0;773.0;393.0;393.0;2.3137;1.51374;0.8455576169008336
447;5024;2003-11-29 04:25:44.867609600;61.0;34.0;0.3699883171366364;1.0;96.0;100.0;21.0;21.0;-1.63922;-1.07315;0.5780682256434182
448;12054;2003-12-13 02:20:15.319152000;3.0;1.0;0.22126413891986618;0.0;7.0;7.0;2.0;2.0;-1.06464;-0.77282;0.2994473566929881
449;9571;2003-12-01 13:50:13.286918400;265.0;225.0;0.6941562651969526;1.0;293.0;308.0;56.0;57.0;3.19842;2.16814;0.8557139624881839
450;517;2003-12-16 21:04:13.294704000;257.0;207.0;0.6057910520343653;1.0;282.0;303.0;80.0;82.0;1.81175;1.17491;0.8124880377129865
451;336;2003-11-30 17:29:26.831212800;413.0;318.0;0.5339195979899497;1.0;1595.0;1607.0;566.0;566.0;0.64091;0.40879;0.859940488345385
452;5875;2003-12-05 06:53:22.146147200;53.0;26.0;0.32563990228877915;0.0;78.0;79.0;15.0;15.0;-2.0774;-1.39104;0.4952298312462173
453;9240;2003-11-27 01:23:29.487136000;367.0;236.0;0.4268559821570814;1.0;621.0;634.0;71.0;71.0;-1.34569;-0.86428;0.6772534952566314
454;5814;2003-12-08 02:48:02.089337600;67.0;50.0;0.74627;1.0;169.0;185.0;20.0;21.0;2.94848;2.07828;0.7859738664235838
455;7520;2003-12-07 20:30:56.044160000;222.0;122.0;0.54955;1.0;335.0;338.0;60.0;60.0;0.83832;0.53585;0.5891782487781231
456;3861;2004-01-13 13:21:38.479865600;39.0;20.0;0.51282;1.0;69.0;69.0;19.0;19.0;0.14853;0.09458;0.5151774869055109
457;8830;2004-01-25 13:32:24.657654400;27.0;14.0;0.51852;1.0;40.0;40.0;9.0;9.0;0.19377;0.12342;0.49120398611128946
458;2280;2004-03-07 16:21:29.196054400;15.0;10.0;0.4425349158302798;1.0;22.0;22.0;8.0;8.0;-0.49783;-0.31865;0.6868804241813159
459;651;2004-03-08 08:53:04.746073600;1.0;1.0;1.0;1.0;5.0;5.0;3.0;3.0;0.69315;0.69315;1.0
460;2349;2004-03-12 19:41:02.956211200;14.0;9.0;0.42672986033667887;1.0;19.0;19.0;3.0;3.0;-0.61786;-0.39684;0.6101885730116455
461;6197;2004-03-10 02:27:47.253884800;36.0;28.0;0.5497244285945858;1.0;102.0;102.0;28.0;28.0;0.56178;0.3591;0.8324075457252045
462;6604;2003-12-09 10:00:01.558963200;213.0;143.0;0.445648133397058;1.0;359.0;364.0;67.0;68.0;-0.9118;-0.5833;0.7035383577803672
463;8976;2004-02-25 06:16:31.405971200;196.0;150.0;0.5244569622305074;1.0;277.0;280.0;99.0;99.0;0.40553;0.25842;0.781532109839796
464;4246;2003-12-02 00:34:44.427164800;155.0;131.0;0.84516;1.0;226.0;226.0;43.0;43.0;4.46408;3.48602;0.8608547557810617
465;9313;2004-02-21 05:09:51.559910400;53.0;40.0;0.75472;1.0;73.0;74.0;18.0;18.0;2.86215;2.03215;0.7764584617092795
466;3596;2004-02-06 09:31:22.349635200;33.0;26.0;0.78788;1.0;53.0;54.0;9.0;9.0;2.77191;2.03034;0.8159663469407242
467;6439;2004-03-09 10:11:59.661481600;73.0;60.0;0.82192;1.0;114.0;114.0;19.0;19.0;3.64789;2.77113;0.83925822780306
468;11815;2003-12-07 14:49:25.393583999;6.0;3.0;0.5;0.5;30.0;31.0;5.0;5.0;0.0;0.0;0.45753340607002085
469;10338;2003-12-12 00:31:34.948675200;14.0;7.0;0.5;0.5;20.0;20.0;1.0;1.0;0.0;0.0;0.46515780847055466
470;4692;2003-11-28 07:06:05.809609600;141.0;66.0;0.46809;0.0;215.0;222.0;23.0;24.0;-0.49598;-0.31628;0.48099273689472893
471;3981;2003-11-27 01:54:34.967852800;67.0;29.0;0.43284;0.0;106.0;107.0;12.0;12.0;-0.88368;-0.56676;0.4633291573324653
472;9033;2003-11-24 14:56:12.576985600;150.0;64.0;0.42667;0.0;212.0;212.0;74.0;74.0;-1.14565;-0.73583;0.428154617698956
473;7470;2003-11-26 23:11:35.227868800;302.0;167.0;0.55298;1.0;432.0;448.0;84.0;86.0;0.94662;0.60543;0.5722579682335681
474;12568;2003-11-21 19:49:21.038220800;179.0;150.0;0.6717255633003728;1.0;263.0;267.0;28.0;28.0;2.66762;1.78353;0.8519937888261437
475;10290;2003-11-21 16:54:02.847529600;131.0;69.0;0.52672;1.0;210.0;214.0;44.0;44.0;0.4094;0.26094;0.5328331088415791
476;10877;2003-11-24 06:29:20.307305600;17.0;10.0;0.58824;1.0;58.0;58.0;15.0;15.0;0.79103;0.51009;0.6218970754263897
477;3417;2003-12-13 22:25:30.324796800;253.0;217.0;0.711683417085427;1.0;279.0;291.0;45.0;45.0;3.41696;2.34432;0.8633367742776382
478;8588;2003-12-15 04:01:29.566521599;636.0;499.0;0.5635232614686335;1.0;766.0;808.0;176.0;180.0;1.28;0.82031;0.7959574339169518
479;13234;2003-12-06 16:58:12.971472000;104.0;81.0;0.5518925271518885;1.0;117.0;117.0;23.0;23.0;0.75536;0.48301;0.7886259838600943
480;6863;2003-12-09 12:54:40.817884800;143.0;127.0;0.7732817312368292;1.0;160.0;168.0;13.0;14.0;3.7616;2.71632;0.8928888066049046
481;4844;2003-11-20 20:42:25.094576000;1.0;1.0;1.0;1.0;7.0;7.0;0.0;0.0;0.69315;0.69315;1.0
482;10044;2003-11-27 21:57:29.235686400;37.0;21.0;0.56757;1.0;56.0;57.0;10.0;10.0;0.76639;0.49158;0.5897827817118927
483;9664;2003-12-08 02:09:08.081955200;91.0;63.0;0.69231;1.0;164.0;166.0;23.0;23.0;2.5687;1.73917;0.7386825312064608
484;4372;2003-11-20 15:08:49.539868800;122.0;61.0;0.331899527375073;0.5;189.0;194.0;48.0;48.0;-2.42484;-1.61786;0.5079303303192535
485;2027;2003-11-26 12:39:18.383334400;8.0;7.0;0.875;1.0;20.0;20.0;3.0;3.0;2.02997;1.64792;0.8669562907605943
486;12102;2003-11-21 19:47:15.837929600;42.0;20.0;0.47619;0.0;127.0;127.0;20.0;20.0;-0.28108;-0.17911;0.5121117028878438
487;321;2003-11-29 19:55:44.537872000;115.0;54.0;0.46957;0.0;185.0;186.0;30.0;30.0;-0.45374;-0.2893;0.5127556567270535
488;8006;2003-12-07 00:26:05.585936000;3.0;1.0;0.33333;0.0;21.0;21.0;9.0;9.0;-0.69316;-0.46211;0.21082425074474193
489;10240;2003-12-09 16:21:03.116192000;164.0;82.0;0.5;0.5;222.0;225.0;70.0;70.0;0.0;0.0;0.5163980542074497
490;2987;2003-11-23 14:06:02.795993600;12.0;4.0;0.33333;0.0;29.0;29.0;10.0;10.0;-1.2825;-0.855;0.27942102703176935
491;5931;2003-12-03 07:03:19.405097600;282.0;155.0;0.54965;1.0;396.0;398.0;79.0;79.0;0.87701;0.56059;0.5673745288325914
492;9270;2003-12-04 15:03:07.940652800;295.0;178.0;0.60339;1.0;478.0;483.0;115.0;115.0;1.81595;1.17665;0.6305349888653727
493;2340;2004-02-12 12:33:36.500185600;0.0;0.0;0.5;0.5;9.0;9.0;2.0;2.0;0.0;0.0;0.167942571444722
494;1360;2004-02-17 22:11:12.338470400;426.0;228.0;0.53521;1.0;663.0;689.0;151.0;153.0;0.66861;0.42652;0.5693012726606684
495;10595;2004-03-01 16:46:41.567676800;3.0;0.0;0.0;0.0;27.0;27.0;8.0;8.0;-1.38629;-1.38629;0.0
496;2380;2004-02-24 18:06:01.307884800;4.0;1.0;0.25;0.0;17.0;17.0;3.0;3.0;-1.13804;-0.80472;0.17688273414515437
497;6286;2004-02-13 09:27:14.959270400;27.0;10.0;0.37037;0.0;37.0;38.0;8.0;8.0;-1.31982;-0.86391;0.4003358239087812
498;10982;2004-03-01 13:46:48.705548800;52.0;42.0;0.80769;1.0;115.0;117.0;14.0;14.0;3.26747;2.44324;0.8317042174993803
499;1990;2003-11-27 01:54:49.740689600;822.0;710.0;0.86375;1.0;923.0;1069.0;256.0;268.0;6.10731;4.88368;0.8703122459219332
500;5505;2003-11-21 04:23:06.947787200;437.0;360.0;0.8238;1.0;498.0;541.0;129.0;135.0;5.17393;3.93884;0.8321640954750646
501;1320;2003-11-12 16:59:02.750216000;803.0;715.0;0.89041;1.0;894.0;1039.0;292.0;305.0;6.29703;5.22337;0.8954795084266103
502;6166;2003-11-20 09:12:51.798137600;155.0;91.0;0.5871;1.0;287.0;295.0;63.0;64.0;1.36463;0.87968;0.6387660239824813
503;338;2004-03-08 20:46:44.052252800;419.0;167.0;0.39857;0.0;1007.0;1022.0;1007.0;1022.0;-1.89233;-1.22533;0.3924681602687048
504;11295;2004-02-04 15:33:52.835817600;25.0;15.0;0.6;1.0;86.0;86.0;16.0;16.0;1.00681;0.65162;0.6807783012373176
505;13092;2004-01-30 22:00:41.814598400;82.0;61.0;0.7439;1.0;129.0;129.0;20.0;20.0;3.06414;2.15551;0.767697578766993
506;3518;2004-01-24 07:17:07.930544000;208.0;135.0;0.64904;1.0;279.0;282.0;76.0;76.0;2.411;1.59244;0.6669094998609022
507;6634;2004-02-04 03:25:38.438134400;11.0;7.0;0.63636;1.0;31.0;31.0;5.0;5.0;1.03224;0.67768;0.646772532849107
508;9496;2004-01-07 13:45:32.522032000;46.0;30.0;0.4329098295364027;1.0;62.0;62.0;7.0;7.0;-0.8055;-0.51661;0.6355660931514341
509;2462;2004-01-05 00:26:22.935184000;123.0;90.0;0.4857084063512293;1.0;191.0;192.0;17.0;17.0;-0.21635;-0.13778;0.7509885739815277
510;3820;2004-03-07 09:42:50.694041600;30.0;12.0;0.2655196219000584;0.0;32.0;33.0;8.0;9.0;-2.30697;-1.61041;0.39320469921402146
511;10823;2004-02-25 03:31:42.370163200;15.0;8.0;0.3540239498698954;1.0;44.0;44.0;16.0;16.0;-1.2274;-0.80946;0.5237822631272453
512;7440;2003-12-18 23:18:15.086068800;50.0;45.0;0.7973739666072297;1.0;58.0;58.0;9.0;9.0;3.16174;2.33845;0.9054551237760399
513;8024;2003-12-04 00:47:05.545041601;327.0;283.0;0.7273464094666883;1.0;349.0;358.0;56.0;56.0;3.79463;2.63404;0.8677048755532344
514;13668;2004-02-06 02:41:46.431302400;13.0;9.0;0.45955472359407357;1.0;15.0;15.0;3.0;3.0;-0.33442;-0.21347;0.7080216190414681
515;626;2004-01-18 03:11:37.336377601;154.0;131.0;0.6973780191278975;1.0;162.0;167.0;65.0;65.0;2.93074;1.99092;0.8541682562611134
516;9567;2004-01-26 21:51:56.971488000;447.0;339.0;0.5104352407197277;1.0;495.0;504.0;120.0;121.0;0.2001;0.12741;0.7665692230598384
517;11398;2004-01-20 08:22:25.682899200;27.0;23.0;0.6998095315286108;1.0;32.0;33.0;8.0;8.0;1.95701;1.33161;0.8608404962970638
518;11638;2004-01-19 22:51:32.423030400;141.0;99.0;0.46607323031172004;1.0;152.0;162.0;23.0;23.0;-0.52721;-0.33627;0.7065359874779279
519;11553;2004-02-03 23:48:21.103971200;23.0;14.0;0.4040544846264139;1.0;46.0;46.0;9.0;9.0;-0.94349;-0.60984;0.6374053381894166
520;8541;2004-02-29 19:54:43.389728000;30.0;18.0;0.3982794328500876;1.0;56.0;58.0;12.0;13.0;-1.0788;-0.69861;0.6334621228978554
521;10311;2004-02-23 18:53:52.698908800;86.0;63.0;0.48627263554776695;1.0;132.0;134.0;30.0;30.0;-0.19254;-0.12261;0.7385745330640316
522;9088;2004-02-13 11:24:07.237702400;53.0;34.0;0.42583373161276616;1.0;59.0;62.0;11.0;12.0;-0.92105;-0.5917;0.6625138240190431
523;3914;2004-02-18 00:44:09.154697600;84.0;67.0;0.5899254336197114;1.0;98.0;101.0;13.0;13.0;1.23846;0.79901;0.8080011641775209
524;3057;2004-02-14 00:59:58.809584000;78.0;51.0;0.434025011948383;1.0;88.0;90.0;15.0;15.0;-0.89917;-0.57655;0.6748171507491871
525;7273;2004-02-11 16:27:52.889417600;155.0;132.0;0.6993232290484681;1.0;175.0;194.0;39.0;39.0;2.95954;2.01311;0.857753995986955
526;9532;2004-02-14 07:12:00.206384000;64.0;49.0;0.5250851029340249;1.0;75.0;78.0;12.0;12.0;0.32863;0.20943;0.7825537273684876
527;11611;2003-12-06 06:03:04.426150400;24.0;13.0;0.3595600339865116;1.0;54.0;54.0;11.0;11.0;-1.37456;-0.90412;0.6454501971114931
528;2386;2004-02-26 16:37:43.218246400;122.0;73.0;0.39719080240029736;1.0;187.0;193.0;37.0;37.0;-1.52738;-0.98947;0.6300669954958975
529;13414;2003-11-11 00:14:39.155881601;80.0;36.0;0.2987095746375657;0.0;131.0;132.0;18.0;18.0;-2.59738;-1.76912;0.4470011659403293
530;6761;2003-11-22 17:57:45.276937600;19.0;12.0;0.41924220699909726;1.0;42.0;43.0;10.0;10.0;-0.75191;-0.48386;0.6151226734831298
531;11036;2004-01-28 09:23:04.984140800;94.0;81.0;0.7197681958177987;1.0;104.0;106.0;20.0;21.0;2.90019;2.00159;0.8687043862821553
532;91;2004-02-11 23:47:56.519667200;151.0;124.0;0.6376843896903873;1.0;170.0;173.0;75.0;76.0;2.10594;1.38342;0.8304808454844994
533;804;2004-01-30 12:36:48.661001601;82.0;68.0;0.6540565731885232;1.0;94.0;99.0;58.0;60.0;2.05612;1.3615;0.8395242337286501
534;4675;2004-01-28 22:50:03.040083200;60.0;32.0;0.3540239498698954;1.0;76.0;78.0;13.0;13.0;-1.81985;-1.20018;0.536414320856651
535;3486;2004-01-29 04:48:02.393024000;116.0;94.0;0.6156994650672717;1.0;123.0;129.0;34.0;34.0;1.69309;1.10196;0.8156551770286261
536;8569;2003-11-29 10:05:54.260377599;467.0;378.0;0.80942;1.0;536.0;565.0;95.0;98.0;5.07897;3.80492;0.8194957035271676
537;5634;2003-11-16 06:02:55.320777600;295.0;263.0;0.89153;1.0;318.0;343.0;126.0;128.0;5.36315;4.45589;0.8954786076222927
538;7582;2003-11-17 13:22:35.076604800;212.0;179.0;0.84434;1.0;244.0;267.0;58.0;59.0;4.73291;3.69221;0.8501445657520391
539;2316;2003-11-13 04:22:21.252345600;15.0;11.0;0.73333;1.0;19.0;20.0;9.0;9.0;1.8552;1.29386;0.7654290369668786
540;7995;2003-11-20 07:01:05.994739200;186.0;141.0;0.75806;1.0;204.0;210.0;43.0;44.0;3.79142;2.69988;0.768069637749334
541;11373;2003-11-25 17:49:03.231321600;10.0;8.0;0.8;1.0;12.0;12.0;0.0;0.0;1.93994;1.43874;0.8130038186882468
542;13505;2003-11-21 11:24:50.988758400;42.0;37.0;0.88095;1.0;54.0;54.0;0.0;0.0;3.50119;2.86566;0.8941428673764413
543;6174;2003-11-19 17:22:51.172953600;124.0;98.0;0.79032;1.0;149.0;159.0;30.0;31.0;3.81809;2.80351;0.8054671665878002
544;555;2003-11-09 07:37:36.599952000;169.0;139.0;0.82249;1.0;193.0;209.0;37.0;37.0;4.35769;3.31249;0.8330296287077499
545;7939;2003-11-18 04:23:53.581977600;156.0;123.0;0.78846;1.0;180.0;187.0;43.0;44.0;3.98018;2.91705;0.7995895663530307
546;4925;2003-10-30 04:51:16.011504000;114.0;58.0;0.50877;1.0;164.0;166.0;46.0;46.0;0.13071;0.08323;0.5228259740376894
547;9826;2003-11-25 08:14:31.815632000;2.0;1.0;0.5;0.5;25.0;25.0;2.0;2.0;0.0;0.0;0.6965891168590564
548;9256;2003-12-30 13:27:08.093574400;232.0;196.0;0.6855851839844382;1.0;260.0;274.0;80.0;82.0;3.00112;2.02326;0.8530222862031793
549;5130;2004-01-14 14:12:05.460880000;407.0;361.0;0.770992057059491;1.0;454.0;521.0;176.0;185.0;4.52149;3.25801;0.8927517226808396
550;7136;2004-01-11 18:16:05.362672000;72.0;45.0;0.625;1.0;297.0;298.0;70.0;70.0;1.64189;1.07261;0.7727493679625426
551;11054;2003-11-28 17:51:18.450342400;74.0;41.0;0.3677778662843184;1.0;116.0;118.0;18.0;18.0;-1.7423;-1.14173;0.5873609036355053
552;6132;2003-12-16 16:44:06.437158400;5.0;4.0;0.5947479332144594;1.0;14.0;15.0;5.0;5.0;0.52549;0.33953;0.8552090965700764
553;674;2003-11-14 06:47:27.735420800;10.0;7.0;0.7;1.0;32.0;32.0;10.0;10.0;1.40945;0.95916;0.6958936115260372
554;945;2003-12-07 07:07:59.429593599;18.0;11.0;0.61111;1.0;50.0;50.0;15.0;15.0;1.00705;0.65431;0.6870741268942223
555;1911;2003-11-19 11:15:34.456732800;247.0;114.0;0.46154;0.0;398.0;406.0;70.0;70.0;-0.66454;-0.42409;0.473805757882942
556;7253;2003-12-01 03:09:52.942057599;3.0;3.0;1.0;1.0;17.0;17.0;3.0;3.0;1.38629;1.38629;1.0
557;10333;2004-03-02 10:04:16.049984000;20.0;15.0;0.75;1.0;55.0;55.0;15.0;15.0;2.1528;1.52226;0.8108799017946436
558;1182;2004-02-02 01:19:22.015612800;108.0;71.0;0.65741;1.0;151.0;152.0;36.0;36.0;2.22655;1.47693;0.6783091316815135
559;10095;2004-02-13 23:04:11.401068800;61.0;26.0;0.42623;0.0;91.0;92.0;18.0;19.0;-0.94795;-0.60892;0.45246572238454497
560;356;2004-01-05 07:29:19.981203200;92.0;78.0;0.84783;1.0;111.0;113.0;39.0;40.0;4.02445;3.15315;0.8596340028018185
561;1500;2004-01-26 10:11:42.547811200;8.0;3.0;0.375;0.0;28.0;28.0;5.0;5.0;-0.84084;-0.54931;0.39927383569443503
562;11220;2004-01-13 10:34:30.053606400;14.0;11.0;0.78571;1.0;27.0;27.0;6.0;6.0;2.11722;1.54743;0.8216144512709106
563;8610;2003-12-24 04:33:45.396102400;3.0;2.0;0.66667;1.0;13.0;13.0;4.0;4.0;0.69316;0.46211;0.6779892468567862
564;6818;2003-12-13 01:26:55.214614400;4.0;2.0;0.5;0.5;10.0;10.0;6.0;6.0;0.0;0.0;0.6439288100588738
565;10550;2004-01-29 17:55:16.826540800;153.0;43.0;0.28105;0.0;329.0;331.0;39.0;39.0;-3.19785;-2.20568;0.24686412954371867
566;6670;2003-11-25 01:06:39.882876800;91.0;51.0;0.56044;1.0;137.0;139.0;28.0;28.0;0.85344;0.54659;0.5930672330110837
567;2330;2003-11-25 10:57:04.168252800;10.0;5.0;0.5;0.5;48.0;49.0;15.0;15.0;0.0;0.0;0.4832293102204374
568;3467;2004-01-16 09:22:04.005619200;28.0;20.0;0.71429;1.0;42.0;43.0;15.0;15.0;2.09951;1.44316;0.741569145444482
569;7598;2004-02-13 02:24:08.681401600;61.0;32.0;0.52459;1.0;90.0;90.0;25.0;25.0;0.31851;0.20297;0.5541019822287795
570;10435;2003-11-26 23:17:06.805862400;19.0;12.0;0.41924220699909726;1.0;26.0;26.0;4.0;4.0;-0.75191;-0.48386;0.6284011469845519
571;2237;2003-11-20 12:33:53.169225600;69.0;42.0;0.4040544846264139;1.0;114.0;115.0;17.0;17.0;-1.26129;-0.81525;0.6497076913402053
572;5953;2003-12-17 00:18:59.448140800;105.0;80.0;0.517547414491814;1.0;166.0;167.0;31.0;31.0;0.25695;0.16366;0.7717371930133666
573;6626;2004-01-10 05:51:57.612560000;216.0;154.0;0.47326217407466414;1.0;307.0;322.0;73.0;74.0;-0.45138;-0.28769;0.7273749951912929
574;3496;2003-12-31 00:04:53.815027200;43.0;28.0;0.43223939249110505;1.0;68.0;69.0;11.0;11.0;-0.79949;-0.51284;0.6721667490272384
575;576;2003-12-30 08:10:36.340028800;13.0;9.0;0.45955472359407357;1.0;25.0;25.0;4.0;4.0;-0.33442;-0.21347;0.7283243319016046
576;3375;2004-01-08 02:09:04.706041600;39.0;36.0;0.844140055114281;1.0;125.0;125.0;3.0;3.0;3.25543;2.53898;0.942208323193318
577;1634;2004-01-03 08:35:45.807702400;117.0;98.0;0.6709555843734802;1.0;148.0;151.0;36.0;36.0;2.44079;1.63115;0.8472481189733797
578;6339;2004-01-22 17:52:20.667587200;95.0;72.0;0.5094221105527637;1.0;131.0;133.0;30.0;31.0;0.13509;0.08601;0.7739356252002332
579;12460;2003-11-25 01:53:05.808016001;24.0;9.0;0.24892464553130475;0.0;41.0;42.0;8.0;8.0;-2.28377;-1.61636;0.3522877981283148
580;11939;2004-01-11 03:38:51.744809599;60.0;48.0;0.5947479332144594;1.0;73.0;73.0;15.0;15.0;1.20565;0.77899;0.8130258907252531
581;5088;2004-01-14 07:09:43.825577600;18.0;14.0;0.5497244285945858;1.0;21.0;21.0;3.0;3.0;0.45809;0.29282;0.7915022048176464
582;2453;2004-01-01 10:54:45.100928000;11.0;10.0;0.8157926730426324;1.0;11.0;12.0;3.0;3.0;2.08029;1.56943;0.9090909090909092
583;1026;2003-12-27 15:50:36.521100800;11.0;9.0;0.6315853460852651;1.0;11.0;11.0;1.0;1.0;0.99822;0.65395;0.8181818181818182
584;8453;2003-12-27 18:54:48.084291200;52.0;42.0;0.6103298751823635;1.0;75.0;83.0;11.0;11.0;1.34876;0.87608;0.8192744606875303
585;4029;2004-01-01 11:38:43.844192000;22.0;19.0;0.7236991408656184;1.0;25.0;25.0;4.0;4.0;2.02658;1.40281;0.8699472323565505
586;466;2004-01-25 16:33:37.487769600;45.0;33.0;0.4867837608199246;1.0;149.0;174.0;28.0;35.0;-0.15892;-0.1012;0.7966715924192541
587;10530;2003-12-04 06:36:23.924201600;81.0;63.0;0.5497244285945858;1.0;84.0;85.0;21.0;21.0;0.68559;0.43824;0.7811731369544961
588;12250;2003-11-29 16:32:01.684073600;102.0;82.0;0.6026908737234559;1.0;136.0;139.0;31.0;31.0;1.46942;0.95189;0.8159383359736566
589;10619;2003-11-30 12:30:20.093369600;55.0;38.0;0.4586254049174234;1.0;59.0;60.0;7.0;7.0;-0.52175;-0.33309;0.7042454584508968
590;6735;2004-03-09 03:49:40.014019200;209.0;153.0;0.48594073602039195;1.0;222.0;222.0;213.0;213.0;-0.2361;-0.15035;0.7375099294438834
591;12488;2004-03-11 15:05:50.138505600;115.0;83.0;0.4790903297753704;1.0;130.0;131.0;33.0;34.0;-0.31204;-0.19879;0.7326312101282284
592;3671;2004-01-02 14:08:55.169854400;227.0;177.0;0.77974;1.0;245.0;259.0;43.0;43.0;4.18055;3.03761;0.7888481799041586
593;7846;2004-01-04 07:12:56.084820800;201.0;132.0;0.65672;1.0;288.0;293.0;68.0;68.0;2.50921;1.66382;0.6877583706424306
594;67;2004-01-01 01:10:33.197883200;254.0;222.0;0.87402;1.0;271.0;277.0;62.0;64.0;5.11291;4.14509;0.8779384338178038
595;3407;2003-11-24 03:19:56.999302400;167.0;134.0;0.8024;1.0;190.0;196.0;48.0;49.0;4.16796;3.09897;0.8139654260163869
596;6158;2003-11-28 23:28:27.770758400;131.0;106.0;0.80916;1.0;154.0;160.0;34.0;35.0;4.03121;3.01913;0.8196894889752595
597;3228;2003-11-18 04:58:24.898073600;224.0;180.0;0.80357;1.0;249.0;253.0;58.0;58.0;4.41715;3.28833;0.8136274128142269
598;174;2003-11-29 06:21:56.402553600;100.0;87.0;0.87;1.0;112.0;117.0;30.0;30.0;4.23555;3.41519;0.8762130177361959
599;2163;2003-12-09 20:18:48.653526400;91.0;52.0;0.57143;1.0;99.0;100.0;14.0;14.0;1.00621;0.64598;0.5909475333326649
600;688;2003-11-20 04:29:34.406772800;774.0;681.0;0.87984;1.0;870.0;968.0;131.0;138.0;6.18444;5.05405;0.8845262385218647
601;5736;2003-11-15 08:09:23.728616000;136.0;103.0;0.75735;1.0;153.0;158.0;27.0;29.0;3.55835;2.53231;0.7671772905081226
602;4811;2003-11-25 10:56:49.479166400;200.0;163.0;0.815;1.0;221.0;227.0;43.0;43.0;4.43254;3.34108;0.8231275795256879
603;1370;2004-03-01 10:58:25.660537600;87.0;56.0;0.427274175561574;1.0;127.0;128.0;36.0;36.0;-1.01408;-0.65124;0.6533317625761844
604;8917;2004-02-27 09:59:13.430809600;76.0;52.0;0.4541779512505974;1.0;79.0;81.0;15.0;15.0;-0.62315;-0.39808;0.6914532550850981
605;2626;2004-02-26 15:21:02.795651200;104.0;94.0;0.8051750688928514;1.0;109.0;109.0;19.0;19.0;3.80911;2.84055;0.9053336273968817
606;5862;2004-02-26 19:10:08.226169600;76.0;50.0;0.43670676012957355;1.0;80.0;82.0;15.0;15.0;-0.85805;-0.54987;0.6678668826012818
607;5549;2004-02-18 08:25:58.653760000;78.0;52.0;0.4425349158302798;1.0;85.0;88.0;21.0;21.0;-0.78455;-0.50218;0.6801595678599723
608;12174;2003-11-28 17:43:05.021865600;8.0;7.0;0.875;1.0;20.0;20.0;5.0;5.0;2.02997;1.64792;0.9034290890991371
609;9230;2003-11-18 19:11:25.081641600;8.0;7.0;0.875;1.0;36.0;36.0;6.0;6.0;2.02997;1.64792;0.9340166008129988
610;6499;2003-12-11 03:04:13.984134400;12.0;6.0;0.5;0.5;70.0;70.0;12.0;12.0;0.0;0.0;0.48400216615742586
611;9489;2003-12-07 17:19:29.335145600;114.0;95.0;0.6622831901442697;1.0;127.0;137.0;29.0;30.0;2.31565;1.54005;0.8405531882270478
612;10950;2003-12-10 17:16:36.747112000;573.0;481.0;0.6746636407845679;1.0;620.0;683.0;188.0;207.0;3.31351;2.21915;0.8449441237927332
613;12698;2003-11-24 14:52:25.063499200;323.0;282.0;0.7428067758145567;1.0;359.0;387.0;121.0;125.0;3.99419;2.80721;0.8788453186185637
614;108;2003-11-23 10:32:38.424961600;447.0;401.0;0.7914775490355002;1.0;506.0;564.0;45.0;51.0;4.84105;3.55882;0.9021677163889587
615;7209;2003-12-12 18:27:58.648254400;99.0;52.0;0.3486604535075142;1.0;148.0;149.0;41.0;41.0;-2.10795;-1.39389;0.513102283738206
616;4997;2003-12-15 11:21:07.213758399;124.0;101.0;0.6241692332630897;1.0;134.0;135.0;33.0;33.0;1.83607;1.19906;0.8194939071966377
617;11852;2003-11-29 15:52:24.697710400;224.0;183.0;0.6291133084778733;1.0;250.0;259.0;34.0;34.0;2.13714;1.39858;0.8261525658228451
